app_name,category,rating,review_count,price_usd,is_free,content_rating,data_source,processed_date,has_rating,rating_tier,review_tier
Sample App 44,SOCIAL,4.3,94185,0.0,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 45,TRAVEL,2.6,28051,0.0,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 46,TRAVEL,3.9,10027,0.0,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 47,SOCIAL,4.0,45067,10.99,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 48,HEALTH_AND_FITNESS,1.7,31804,0.0,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 49,SOCIAL,4.5,94029,0.0,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 50,ENTERTAINMENT,4.9,1627,0.0,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Excellent,High
Sample App 51,EDUCATION,3.1,47267,0.0,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 52,SOCIAL,2.9,84750,0.0,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 53,FINANCE,2.4,14,0.0,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Fair,Low
Sample App 54,COMMUNICATION,2.7,54202,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 55,FINANCE,4.6,85859,4.99,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 56,SHOPPING,2.4,66649,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 57,SHOPPING,2.4,23052,0.0,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 58,FINANCE,4.3,33156,0.0,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 59,GAME,2.4,67155,0.0,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 60,SOCIAL,1.1,54824,0.0,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 61,SHOPPING,1.1,14099,0.0,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 62,COMMUNICATION,4.2,97134,0.0,True,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 63,EDUCATION,4.4,93682,0.0,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 64,SHOPPING,4.0,26416,0.0,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 65,FINANCE,1.1,11594,0.0,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 66,PRODUCTIVITY,3.9,45059,0.0,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 67,ENTERTAINMENT,1.6,59304,9.99,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 68,SOCIAL,2.7,36807,0.0,True,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 69,HEALTH_AND_FITNESS,2.0,11767,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 70,HEALTH_AND_FITNESS,2.0,13781,0.0,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 71,FINANCE,1.7,17686,0.0,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 72,SOCIAL,4.3,40003,7.99,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 73,FINANCE,2.9,15021,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 74,COMMUNICATION,4.4,68756,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 75,PRODUCTIVITY,3.0,86998,0.0,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 76,SOCIAL,3.7,48171,0.0,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 77,SHOPPING,3.3,23417,8.99,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 78,SOCIAL,2.9,70196,0.0,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 79,TRAVEL,2.2,43145,0.0,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 80,HEALTH_AND_FITNESS,1.4,384,0.0,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Poor,Medium
Sample App 81,COMMUNICATION,4.5,71356,1.99,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 82,GAME,2.8,54586,0.0,True,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 83,ENTERTAINMENT,2.3,14861,0.0,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 84,PRODUCTIVITY,2.4,90864,0.0,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 85,PRODUCTIVITY,4.4,20116,0.0,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 86,SHOPPING,2.7,23437,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 87,SOCIAL,2.5,75007,0.0,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 88,SOCIAL,3.1,31458,0.0,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 89,FINANCE,4.6,79496,5.99,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 90,SOCIAL,4.8,52255,0.0,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 91,HEALTH_AND_FITNESS,1.9,41588,0.0,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 92,SHOPPING,3.9,31405,0.0,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 93,SHOPPING,1.5,2718,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Poor,High
Sample App 94,ENTERTAINMENT,2.0,71167,0.0,True,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 95,FINANCE,1.9,85781,0.0,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 96,GAME,3.6,37614,4.99,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 97,FINANCE,1.1,44987,0.0,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 98,TRAVEL,1.4,41708,9.99,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 99,SHOPPING,4.1,23650,6.99,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 100,ENTERTAINMENT,1.4,73393,0.0,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 101,HEALTH_AND_FITNESS,2.7,17341,0.0,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 102,TRAVEL,1.8,70076,0.0,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 103,EDUCATION,4.0,36372,0.0,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 104,COMMUNICATION,4.3,16594,0.0,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 105,EDUCATION,1.1,1702,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Poor,High
Sample App 106,SHOPPING,3.3,33127,5.99,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 107,HEALTH_AND_FITNESS,1.1,19297,0.0,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 108,FINANCE,3.0,82502,0.0,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 109,SOCIAL,1.5,86743,0.0,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 110,SOCIAL,1.6,4175,9.99,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Poor,High
Sample App 111,HEALTH_AND_FITNESS,2.2,71141,0.0,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 112,HEALTH_AND_FITNESS,1.6,45625,0.0,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 113,COMMUNICATION,2.4,46112,0.0,True,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 114,SOCIAL,1.7,94575,3.99,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 115,SOCIAL,2.3,43487,0.0,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 116,PRODUCTIVITY,2.7,98840,0.0,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 117,EDUCATION,3.3,47309,10.99,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 118,FINANCE,3.5,20458,0.0,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 119,FINANCE,5.0,38635,0.0,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 120,GAME,1.1,32647,8.99,True,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 121,PRODUCTIVITY,2.5,34678,0.0,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 122,SOCIAL,4.3,15496,8.99,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 123,ENTERTAINMENT,1.5,90769,0.0,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 124,PRODUCTIVITY,4.3,97141,0.0,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 125,EDUCATION,2.9,98775,0.0,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 126,SHOPPING,4.8,24811,0.0,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 127,PRODUCTIVITY,3.3,80227,10.99,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 128,ENTERTAINMENT,3.8,40822,0.0,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 129,HEALTH_AND_FITNESS,1.1,64588,0.0,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 130,TRAVEL,2.6,55074,0.0,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 131,ENTERTAINMENT,2.0,49916,0.0,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 132,GAME,4.6,68510,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 133,COMMUNICATION,3.4,68884,10.99,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 134,PRODUCTIVITY,4.6,47435,0.0,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 135,COMMUNICATION,4.0,6110,0.0,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Good,High
Sample App 136,GAME,3.5,825,5.99,True,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Good,Medium
Sample App 137,TRAVEL,4.6,35194,0.0,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 138,GAME,1.8,16993,0.0,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 139,SHOPPING,3.5,10194,0.0,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 140,COMMUNICATION,2.8,10509,0.0,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 141,SHOPPING,1.1,79764,2.99,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 142,GAME,1.8,19323,6.99,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 143,ENTERTAINMENT,2.1,10571,0.0,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 144,GAME,4.4,95787,0.0,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 145,HEALTH_AND_FITNESS,4.4,56616,0.0,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 146,SHOPPING,2.2,91637,0.0,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 147,ENTERTAINMENT,4.6,38464,0.0,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 148,COMMUNICATION,2.5,63188,3.99,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 149,TRAVEL,2.7,12695,2.99,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 150,TRAVEL,3.0,89592,0.0,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 151,TRAVEL,3.5,22686,0.0,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 152,FINANCE,1.3,38115,0.0,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 153,SOCIAL,4.3,38912,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 154,SOCIAL,2.6,7177,9.99,True,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Fair,High
Sample App 155,PRODUCTIVITY,3.6,49261,0.0,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 156,EDUCATION,4.6,6902,0.0,True,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Excellent,High
Sample App 157,SHOPPING,3.9,80252,3.99,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 158,FINANCE,3.8,99391,10.99,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 159,EDUCATION,2.5,84913,0.0,True,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 160,EDUCATION,4.4,2157,0.0,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Excellent,High
Sample App 161,SOCIAL,1.6,34003,0.0,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 162,FINANCE,2.8,41344,0.0,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 163,EDUCATION,4.2,90351,6.99,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 164,EDUCATION,3.7,67302,0.0,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 165,GAME,2.4,46152,3.99,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 166,SOCIAL,4.3,15739,0.0,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 167,COMMUNICATION,3.0,72068,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 168,GAME,4.7,4495,5.99,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Excellent,High
Sample App 169,SOCIAL,1.9,7656,0.0,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Poor,High
Sample App 170,GAME,1.6,46339,9.99,True,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 171,SHOPPING,2.5,73261,0.0,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 172,COMMUNICATION,2.1,11842,0.0,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 173,SHOPPING,4.4,12994,6.99,True,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 174,HEALTH_AND_FITNESS,4.3,63968,8.99,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 175,PRODUCTIVITY,1.5,2225,0.0,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Poor,High
Sample App 176,GAME,5.0,92890,9.99,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 177,GAME,4.5,28947,0.0,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 178,SHOPPING,1.9,36010,0.0,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 179,COMMUNICATION,4.5,9644,0.0,True,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Excellent,High
Sample App 180,TRAVEL,3.7,8455,2.99,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Good,High
Sample App 181,COMMUNICATION,3.4,38024,10.99,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 182,TRAVEL,4.2,4398,0.0,True,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Excellent,High
Sample App 183,SOCIAL,1.2,57762,0.0,True,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 184,PRODUCTIVITY,2.2,76880,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 185,GAME,4.2,80868,0.0,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 186,FINANCE,3.4,30077,0.0,True,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 187,FINANCE,5.0,79831,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 188,ENTERTAINMENT,3.0,252,0.0,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Fair,Medium
Sample App 189,SOCIAL,4.6,44398,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 190,PRODUCTIVITY,3.8,47726,0.0,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 191,COMMUNICATION,3.7,57607,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 192,PRODUCTIVITY,1.1,69108,5.99,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 193,SHOPPING,2.5,90925,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 194,ENTERTAINMENT,2.0,84664,8.99,False,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 195,FINANCE,2.5,25312,0.0,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 196,FINANCE,3.3,17728,0.0,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 197,COMMUNICATION,2.6,12576,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 198,EDUCATION,2.0,72413,0.0,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 199,SOCIAL,3.0,40374,7.99,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 200,ENTERTAINMENT,2.8,37313,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 201,ENTERTAINMENT,4.6,33396,5.99,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 202,COMMUNICATION,1.3,55545,0.0,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 203,EDUCATION,4.9,67196,0.0,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 204,TRAVEL,2.1,98991,4.99,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 205,SHOPPING,1.3,48903,0.0,True,Mature 17+,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 206,COMMUNICATION,3.6,27788,0.0,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 207,GAME,1.8,96024,0.0,False,Everyone,google_play,2025-09-26T12:24:38.981216,True,Poor,Very High
Sample App 208,SOCIAL,3.0,74924,0.0,True,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 209,FINANCE,3.3,20900,6.99,True,Teen,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 210,SHOPPING,2.8,6285,6.99,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Fair,High
Sample App 211,SHOPPING,3.5,54813,10.99,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 212,EDUCATION,4.3,74613,0.0,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 213,ENTERTAINMENT,3.2,16340,0.0,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 214,FINANCE,3.0,71026,0.0,False,Everyone 10+,google_play,2025-09-26T12:24:38.981216,True,Fair,Very High
Sample App 215,FINANCE,4.4,64321,0.0,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
Sample App 216,SHOPPING,3.1,24897,9.99,True,Everyone,google_play,2025-09-26T12:24:38.981216,True,Good,Very High
Sample App 217,ENTERTAINMENT,4.2,36270,7.99,False,Teen,google_play,2025-09-26T12:24:38.981216,True,Excellent,Very High
